@RELATION weatherData

@ATTRIBUTE 'season' {autumn, winter, spring, summer}
@ATTRIBUTE 'time' {'00:00', '03:00', '06:00', '09:00', '12:00', '15:00', '18:00', '21:00'}
@ATTRIBUTE 'temperature' NUMERIC
@ATTRIBUTE 'pressure' NUMERIC
@ATTRIBUTE 'humidity' NUMERIC
@ATTRIBUTE 'precipitation' NUMERIC
@ATTRIBUTE 'health_influence' {positive, negative, dangerous}

@DATA
winter,'06:00',-1.9,766.0,86,?,negative
winter,'03:00',-1.7,765.8,86,?,negative
winter,'00:00',-2.0,765.6,86,?,negative
winter,'21:00',-2.1,765.3,85,?,negative
winter,'18:00',-2.4,764.9,82,?,negative
winter,'15:00',-1.5,764.6,78,?,positive
winter,'12:00',-2.3,764.6,74,?,positive
winter,'09:00',-1.2,764.0,84,0.3,negative
winter,'06:00',-1.1,763.1,91,?,negative
winter,'03:00',-1.8,762.5,89,?,negative
winter,'00:00',-2.1,762.0,85,?,negative
winter,'21:00',-2.1,761.6,81,?,negative
winter,'18:00',-1.4,762.0,76,?,positive
winter,'15:00',-0.5,761.6,81,?,negative
winter,'12:00',-1.0,761.5,89,?,negative
winter,'09:00',-1.2,760.3,93,0.1,negative
winter,'06:00',-1.1,758.9,91,?,negative
winter,'03:00',-0.8,757.3,89,?,negative
winter,'00:00',-0.3,755.6,90,?,negative
winter,'21:00',-0.3,753.2,88,0.3,negative
winter,'18:00',-0.6,751.0,90,?,negative
winter,'15:00',-0.4,748.7,88,?,negative
winter,'12:00',-0.7,746.8,90,?,negative
winter,'09:00',-0.7,744.5,86,0.1,negative
winter,'06:00',-0.5,742.6,86,?,negative
winter,'03:00',-0.5,740.5,81,?,negative
winter,'00:00',-0.1,738.7,80,?,positive
winter,'21:00',0.1,736.5,76,0.4,positive
winter,'18:00',0.3,735.1,74,?,positive
winter,'15:00',0.3,733.2,78,?,positive
winter,'12:00',0.2,731.7,90,?,negative
winter,'09:00',0.8,729.8,90,6,negative
winter,'06:00',1.3,728.4,92,?,negative
winter,'03:00',1.1,728.1,94,?,negative
winter,'00:00',0.2,730.2,96,?,negative
winter,'21:00',-0.6,734.8,92,2,negative
winter,'18:00',0.3,740.6,86,?,negative
winter,'15:00',1.1,744.9,86,?,negative
winter,'12:00',0.8,747.6,88,?,negative
winter,'09:00',-0.6,748.6,92,3,negative
winter,'06:00',-1.1,749.3,91,?,negative
winter,'03:00',0.2,747.6,92,?,negative
winter,'00:00',0.5,745.5,96,?,negative
winter,'21:00',0.1,747.3,96,8,negative
winter,'18:00',0.1,?,96,?,negative
winter,'15:00',0.7,753.3,94,?,negative
winter,'12:00',0.0,756.4,88,?,negative
winter,'09:00',-1.3,758.5,88,0.2,negative
winter,'06:00',-2.5,760.4,89,?,negative
winter,'03:00',-2.5,761.2,87,?,negative
winter,'00:00',-3.3,761.7,88,?,negative
winter,'21:00',-3.7,762.1,87,0.2,negative
winter,'18:00',-2.7,761.8,86,?,negative
winter,'15:00',-1.7,761.0,86,?,negative
winter,'12:00',-0.9,760.3,91,?,negative
winter,'09:00',-0.5,759.6,92,0.9,negative
winter,'06:00',-1.9,759.3,89,?,negative
winter,'03:00',-2.2,759.2,89,?,negative
winter,'00:00',-1.9,759.4,86,?,negative
winter,'21:00',-1.7,759.7,86,0.4,negative
winter,'18:00',-1.4,760.3,88,?,negative
winter,'15:00',-1.7,760.9,90,?,negative
winter,'12:00',-2.2,761.6,89,?,negative
winter,'09:00',-2.3,761.8,91,1,negative
winter,'06:00',-2.1,762.2,91,?,negative
winter,'03:00',-2.5,762.5,91,?,negative
winter,'00:00',-3.0,762.4,83,?,negative
winter,'21:00',-3.7,762.4,83,?,negative
winter,'18:00',-3.3,761.6,81,?,negative
winter,'15:00',-2.4,760.2,76,?,positive
winter,'12:00',-1.9,758.7,75,?,positive
winter,'09:00',-3.2,756.3,81,2,negative
winter,'06:00',-2.9,753.4,82,?,negative
winter,'03:00',-2.1,750.4,89,?,negative
winter,'00:00',-1.5,748.0,92,?,negative
winter,'21:00',-0.1,746.9,82,?,negative
winter,'18:00',-0.7,746.6,86,?,negative
winter,'15:00',-0.7,746.1,81,?,negative
winter,'12:00',-2.0,746.8,80,?,positive
winter,'09:00',-1.3,746.3,81,2,negative
winter,'06:00',-0.2,745.6,88,?,negative
winter,'03:00',0.6,744.5,96,?,negative
winter,'00:00',1.7,743.6,92,?,negative
winter,'21:00',2.3,743.5,85,0.1,negative
winter,'18:00',2.4,742.8,87,?,negative
winter,'15:00',2.3,742.2,91,?,negative
winter,'12:00',1.9,741.4,91,?,negative
winter,'09:00',1.3,740.1,92,0.8,negative
winter,'06:00',1.1,739.4,90,?,negative
winter,'03:00',1.6,?,83,?,negative
winter,'00:00',2.2,737.8,82,?,negative
winter,'21:00',2.3,736.4,82,0.1,negative
winter,'18:00',2.2,735.4,84,?,negative
winter,'15:00',2.2,734.4,85,?,negative
winter,'12:00',-0.4,734.7,?,?,?
winter,'09:00',2.7,734.4,77,0.7,positive
winter,'06:00',2.8,734.6,81,?,negative
winter,'03:00',2.5,734.4,89,?,negative
winter,'00:00',2.3,735.2,85,?,negative
winter,'21:00',2.7,737.6,86,0.9,negative
winter,'18:00',1.7,740.0,89,?,negative
winter,'15:00',1.5,741.4,89,?,negative
winter,'12:00',0.3,743.6,90,?,negative
winter,'09:00',1.1,746.9,86,0.1,negative
winter,'06:00',1.1,749.8,92,?,negative
winter,'03:00',0.7,752.1,94,?,negative
winter,'00:00',0.6,752.8,92,?,negative
winter,'21:00',0.1,753.4,96,2,negative
winter,'18:00',-0.9,753.7,95,?,negative
winter,'15:00',-1.1,753.6,93,?,negative
winter,'12:00',-1.7,754.0,92,?,negative
winter,'09:00',-2.0,754.7,91,3,negative
winter,'06:00',-2.6,755.3,89,?,negative
winter,'03:00',-2.7,756.7,80,?,positive
winter,'00:00',-2.9,758.1,77,?,positive
winter,'21:00',-3.9,759.1,80,?,positive
winter,'18:00',-3.5,760.3,81,?,negative
winter,'15:00',-3.8,761.4,85,?,negative
winter,'12:00',-3.5,761.8,90,?,negative
winter,'09:00',-3.7,761.7,89,?,negative
winter,'06:00',-3.2,761.8,90,?,negative
winter,'03:00',-3.1,761.8,93,?,negative
winter,'00:00',-3.9,761.3,96,?,negative
winter,'21:00',-2.9,761.0,93,?,negative
winter,'18:00',-2.9,760.4,88,?,negative
winter,'15:00',-1.7,759.4,86,?,negative
winter,'12:00',-2.6,758.9,87,?,negative
winter,'09:00',-4.5,758.1,89,?,negative
winter,'06:00',-2.9,757.0,86,?,negative
winter,'03:00',-3.2,756.3,83,?,negative
winter,'00:00',-3.0,755.7,83,?,negative
winter,'21:00',-2.3,754.8,83,0.1,negative
winter,'18:00',-1.1,753.7,81,?,negative
winter,'15:00',0.3,752.2,92,?,negative
winter,'12:00',1.5,751.0,89,?,negative
winter,'09:00',1.5,749.7,89,0.1,negative
winter,'06:00',1.7,748.6,87,?,negative
winter,'03:00',1.9,747.8,87,?,negative
winter,'00:00',2.6,746.7,84,?,negative
winter,'21:00',2.5,745.8,84,0.1,negative
winter,'18:00',2.6,744.8,81,?,negative
winter,'15:00',3.7,743.2,78,?,positive
winter,'12:00',3.3,743.0,80,?,positive
winter,'09:00',3.5,742.1,73,0.1,positive
winter,'06:00',3.7,742.0,80,?,positive
winter,'03:00',4.1,742.7,80,?,positive
winter,'00:00',4.3,743.5,80,?,positive
winter,'21:00',4.5,743.8,84,0.3,negative
winter,'18:00',3.8,745.0,87,?,negative
winter,'15:00',3.2,746.0,90,?,negative
winter,'12:00',2.3,747.4,89,?,negative
winter,'09:00',1.5,749.1,85,0.1,negative
winter,'06:00',1.0,752.2,83,?,negative
winter,'03:00',1.1,756.1,81,?,negative
winter,'00:00',0.7,758.1,79,?,positive
winter,'21:00',1.3,758.6,74,?,positive
winter,'18:00',1.3,758.0,72,?,positive
winter,'15:00',1.5,757.8,61,?,positive
winter,'12:00',0.9,757.0,51,?,positive
winter,'09:00',1.2,754.7,56,0.1,positive
winter,'06:00',1.9,752.6,57,?,positive
winter,'03:00',2.4,749.8,56,?,positive
winter,'00:00',1.3,746.8,76,?,positive
winter,'21:00',3.7,744.9,57,1,positive
winter,'18:00',4.3,743.2,73,?,positive
winter,'15:00',5.5,741.3,83,?,negative
winter,'12:00',6.5,741.4,91,?,negative
winter,'09:00',4.2,743.8,95,0.3,negative
winter,'06:00',3.2,748.3,74,?,positive
winter,'03:00',2.6,751.9,77,?,positive
winter,'00:00',3.4,752.6,63,?,positive
winter,'21:00',4.4,750.4,69,0.3,positive
winter,'18:00',5.5,746.2,71,?,positive
winter,'15:00',5.0,740.1,83,?,negative
winter,'12:00',6.5,737.0,72,?,positive
winter,'09:00',3.6,736.7,93,4,negative
winter,'06:00',2.6,741.3,93,?,negative
winter,'03:00',2.7,748.8,89,?,negative
winter,'00:00',2.1,753.0,89,?,negative
winter,'21:00',0.9,754.6,90,0.4,negative
winter,'18:00',0.3,755.8,80,?,positive
winter,'15:00',0.1,757.2,92,?,negative
winter,'12:00',1.3,756.8,92,?,negative
winter,'09:00',1.5,755.4,94,4,negative
winter,'06:00',0.6,754.7,92,?,negative
winter,'03:00',0.7,754.3,92,?,negative
winter,'00:00',0.1,753.8,94,?,negative
winter,'21:00',-0.3,753.5,92,3,negative
winter,'18:00',-0.7,753.8,92,?,negative
winter,'15:00',-1.7,753.9,91,?,negative
winter,'12:00',-1.9,754.6,87,?,negative
winter,'06:00',-2.4,755.7,86,?,negative
winter,'03:00',-1.7,757.4,78,?,positive
winter,'00:00',-1.8,759.0,81,?,negative
winter,'21:00',-0.4,760.4,80,0.4,positive
winter,'18:00',-0.5,761.5,84,?,negative
winter,'15:00',-0.3,762.0,92,?,negative
winter,'12:00',0.0,762.8,94,?,negative
winter,'09:00',0.3,762.6,92,0.4,negative
winter,'06:00',-0.1,762.4,94,?,negative
winter,'03:00',-0.4,762.5,94,?,negative
winter,'00:00',-1.7,762.6,91,?,negative
winter,'21:00',-1.3,762.3,90,0.1,negative
winter,'18:00',-0.7,762.0,92,?,negative
winter,'15:00',-1.1,761.6,98,?,negative
winter,'12:00',-0.6,761.4,94,?,negative
winter,'09:00',-0.5,760.9,98,1,negative
winter,'06:00',-0.4,760.7,96,?,negative
winter,'03:00',0.1,760.2,94,?,negative
winter,'00:00',0.1,759.8,96,?,negative
winter,'21:00',0.0,759.5,94,0.3,negative
winter,'18:00',-1.1,759.3,94,?,negative
winter,'15:00',-1.0,758.8,94,?,negative
winter,'12:00',-1.4,759.0,96,?,negative
winter,'09:00',-1.5,759.1,92,?,negative
winter,'06:00',-1.0,759.1,85,?,negative
winter,'03:00',-0.4,759.7,84,?,negative
winter,'00:00',0.4,759.8,80,?,positive
winter,'21:00',1.3,759.5,77,?,positive
winter,'18:00',2.1,758.9,73,?,positive
winter,'15:00',3.3,757.8,71,?,positive
winter,'12:00',3.4,757.0,74,?,positive
winter,'09:00',2.7,755.3,81,0.4,negative
winter,'06:00',2.0,754.3,83,?,negative
winter,'03:00',1.7,753.4,85,?,negative
winter,'00:00',2.1,752.3,83,?,negative
winter,'21:00',2.1,751.1,85,1,negative
winter,'18:00',1.8,750.2,85,?,negative
winter,'15:00',2.5,749.8,82,?,negative
winter,'12:00',2.1,749.0,85,?,negative
winter,'09:00',3.0,747.7,81,0.2,negative
winter,'06:00',2.9,746.8,82,?,negative
winter,'03:00',3.3,746.3,83,?,negative
winter,'00:00',3.0,745.4,88,?,negative
winter,'21:00',2.6,744.9,87,0.3,negative
winter,'18:00',2.1,744.7,83,?,negative
winter,'15:00',2.0,745.0,83,?,negative
winter,'12:00',2.6,745.9,82,?,negative
winter,'09:00',3.7,745.7,81,0.4,negative
winter,'06:00',4.6,746.1,81,?,negative
winter,'03:00',5.1,746.4,88,?,negative
winter,'00:00',5.3,746.1,88,?,negative
winter,'21:00',4.7,746.0,87,1,negative
winter,'18:00',4.4,746.1,90,?,negative
winter,'15:00',2.6,746.3,94,?,negative
winter,'12:00',1.1,747.2,92,?,negative
winter,'09:00',1.4,747.0,88,4,negative
winter,'06:00',1.1,746.0,96,?,negative
winter,'03:00',0.8,746.0,96,?,negative
winter,'00:00',1.2,747.4,94,?,negative
winter,'21:00',2.5,749.2,87,?,negative
winter,'18:00',1.9,751.3,85,?,negative
winter,'15:00',2.1,752.4,87,?,negative
winter,'12:00',1.8,753.3,87,?,negative
winter,'09:00',2.6,753.2,84,?,negative
winter,'06:00',3.5,752.9,83,?,negative
winter,'03:00',4.1,752.7,78,?,positive
winter,'00:00',4.6,752.7,84,?,negative
winter,'21:00',4.1,751.4,85,2,negative
winter,'18:00',5.3,748.6,83,?,negative
winter,'15:00',6.5,747.7,81,?,negative
winter,'12:00',5.3,748.9,89,?,negative
winter,'09:00',4.9,750.4,89,0.1,negative
winter,'06:00',4.1,753.2,87,?,negative
winter,'03:00',3.5,755.0,88,?,negative
winter,'00:00',3.3,754.9,90,?,negative
winter,'21:00',3.3,754.0,91,4,negative
winter,'18:00',3.0,753.2,91,?,negative
winter,'15:00',3.1,752.9,91,?,negative
winter,'12:00',2.3,753.2,87,?,negative
winter,'09:00',2.3,753.4,82,?,negative
winter,'06:00',2.0,754.2,83,?,negative
winter,'03:00',1.9,755.2,85,?,negative
winter,'00:00',1.7,755.3,89,?,negative
winter,'21:00',2.1,755.2,91,2,negative
winter,'18:00',1.9,754.2,89,?,negative
winter,'15:00',1.5,753.7,90,?,negative
winter,'12:00',1.1,753.8,88,?,negative
winter,'09:00',1.1,754.4,83,?,negative
winter,'06:00',0.6,755.8,83,?,negative
winter,'03:00',0.8,757.0,83,?,negative
winter,'00:00',1.7,758.0,85,?,negative
winter,'21:00',2.7,758.2,84,?,negative
winter,'18:00',2.0,758.5,92,?,negative
winter,'15:00',1.4,758.3,90,?,negative
winter,'12:00',0.5,758.0,85,?,negative
winter,'09:00',0.9,756.4,73,5,positive
winter,'06:00',0.8,754.9,86,?,negative
winter,'03:00',1.1,752.7,88,?,negative
winter,'00:00',0.9,751.1,96,?,negative
winter,'21:00',1.9,750.2,91,0.4,negative
winter,'18:00',2.2,749.3,85,?,negative
winter,'15:00',2.8,747.7,88,?,negative
winter,'12:00',2.3,746.2,87,?,negative
winter,'09:00',2.0,745.0,87,0.1,negative
winter,'06:00',1.7,744.2,87,?,negative
winter,'03:00',2.0,743.8,83,?,negative
winter,'00:00',1.8,743.5,89,?,negative
winter,'21:00',2.1,743.1,83,0.1,negative
winter,'18:00',2.2,744.2,82,?,negative
winter,'15:00',2.1,745.0,82,?,negative
winter,'12:00',1.2,746.2,90,?,negative
winter,'09:00',0.8,746.8,88,1,negative
winter,'06:00',0.1,748.0,88,?,negative
winter,'03:00',-0.7,749.6,92,?,negative
winter,'00:00',0.0,751.5,80,?,positive
winter,'21:00',0.3,753.2,73,?,positive
winter,'18:00',0.5,754.4,71,?,positive
winter,'15:00',1.1,756.4,74,?,positive
winter,'12:00',0.8,758.6,79,?,positive
winter,'09:00',0.7,759.5,77,?,positive
winter,'06:00',0.6,760.4,83,?,negative
winter,'03:00',0.7,760.5,85,?,negative
winter,'00:00',0.9,760.4,81,?,negative
winter,'21:00',1.0,759.8,81,?,negative
winter,'18:00',1.3,758.7,81,?,negative
winter,'15:00',1.9,757.6,80,?,positive
winter,'12:00',2.0,756.5,85,?,negative
winter,'09:00',1.9,755.0,85,0.1,negative
winter,'06:00',1.7,753.8,89,?,negative
winter,'03:00',1.5,752.8,89,?,negative
winter,'00:00',1.2,752.2,86,?,negative
winter,'21:00',1.3,751.8,77,0.1,positive
winter,'18:00',1.5,750.8,89,?,negative
winter,'15:00',1.6,749.6,87,?,negative
winter,'12:00',1.3,748.9,85,?,negative
winter,'09:00',0.9,747.9,86,?,negative
winter,'06:00',0.7,747.2,83,?,negative
winter,'03:00',0.9,746.4,83,?,negative
winter,'00:00',1.5,745.3,82,?,negative
winter,'21:00',1.9,743.2,87,?,negative
winter,'18:00',2.1,741.0,91,?,negative
winter,'15:00',1.8,738.7,91,?,negative
winter,'12:00',2.1,737.2,83,?,negative
winter,'09:00',2.3,737.5,81,2,negative
winter,'06:00',2.1,737.1,89,?,negative
winter,'03:00',1.9,736.6,92,?,negative
winter,'00:00',2.6,736.6,87,?,negative
winter,'21:00',2.9,737.4,84,0.1,negative
winter,'18:00',3.1,737.7,86,?,negative
winter,'15:00',3.6,737.6,81,?,negative
winter,'12:00',3.6,736.7,85,?,negative
winter,'09:00',3.3,735.4,85,0.6,negative
winter,'06:00',3.3,734.3,86,?,negative
winter,'03:00',3.8,734.7,88,?,negative
winter,'00:00',4.2,735.7,87,?,negative
winter,'21:00',3.9,736.3,87,0.8,negative
winter,'18:00',3.7,737.0,87,?,negative
winter,'15:00',2.5,736.8,91,?,negative
winter,'12:00',2.1,738.0,85,?,negative
winter,'09:00',2.1,740.5,80,0.1,positive
winter,'06:00',2.1,743.2,80,?,positive
winter,'03:00',1.3,746.4,87,?,negative
winter,'00:00',1.5,748.6,85,?,negative
winter,'21:00',1.7,750.0,90,0.8,negative
winter,'18:00',1.6,750.2,90,?,negative
winter,'15:00',2.3,749.3,91,?,negative
winter,'12:00',2.3,748.0,93,?,negative
winter,'09:00',2.5,746.2,89,5,negative
winter,'06:00',2.3,744.4,93,?,negative
winter,'03:00',3.2,742.8,91,?,negative
winter,'00:00',2.5,743.2,93,?,negative
winter,'21:00',1.9,745.4,96,7,negative
winter,'18:00',1.5,748.7,96,?,negative
winter,'15:00',2.5,750.8,89,?,negative
winter,'12:00',2.3,752.1,89,?,negative
winter,'09:00',2.9,752.7,81,0.1,negative
winter,'06:00',2.3,754.9,84,?,negative
winter,'03:00',2.5,757.3,86,?,negative
winter,'00:00',3.3,759.4,86,?,negative
winter,'21:00',3.1,760.9,94,?,negative
winter,'18:00',3.1,761.6,91,?,negative
winter,'15:00',4.5,761.4,95,?,negative
winter,'12:00',3.4,761.4,100,?,negative
winter,'09:00',3.4,760.2,97,1,negative
winter,'06:00',4.0,757.4,97,?,negative
winter,'03:00',4.0,757.4,97,?,negative
winter,'00:00',3.0,757.0,94,?,negative
autumn,'21:00',2.8,756.6,89,?,negative
autumn,'18:00',3.3,756.4,88,?,negative
autumn,'15:00',3.0,757.0,91,?,negative
autumn,'12:00',2.2,758.2,96,?,negative
autumn,'09:00',1.9,760.0,94,0.1,negative
autumn,'03:00',0.5,761.6,90,?,negative
autumn,'00:00',0.9,762.2,90,?,negative
autumn,'21:00',1.1,762.2,86,?,negative
autumn,'18:00',0.3,761.8,86,?,negative
autumn,'15:00',0.7,760.6,83,?,negative
autumn,'12:00',0.9,758.8,83,?,negative
autumn,'09:00',1.2,756.2,85,?,negative
autumn,'06:00',1.4,753.6,81,?,negative
autumn,'03:00',1.1,750.4,86,?,negative
autumn,'00:00',2.9,748.4,75,?,positive
autumn,'21:00',2.3,747.0,75,0.3,positive
autumn,'18:00',2.1,744.4,76,?,positive
autumn,'15:00',2.3,740.3,76,?,positive
autumn,'12:00',1.5,735.4,87,?,negative
autumn,'09:00',2.1,730.1,89,2,negative
autumn,'06:00',3.3,725.7,90,?,negative
autumn,'03:00',7.8,725.2,81,?,negative
autumn,'00:00',8.8,726.8,89,?,negative
autumn,'21:00',8.4,728.4,96,10,negative
autumn,'18:00',7.3,732.8,96,?,negative
autumn,'15:00',6.5,735.7,97,?,negative
autumn,'09:00',4.1,740.7,92,1,negative
autumn,'06:00',3.1,743.6,86,?,negative
autumn,'03:00',3.3,744.8,86,?,negative
autumn,'00:00',3.7,745.1,87,?,negative
autumn,'21:00',3.6,745.0,86,0.6,negative
autumn,'18:00',5.1,745.2,81,?,negative
autumn,'15:00',5.5,745.8,80,?,positive
autumn,'12:00',5.5,747.2,80,?,positive
autumn,'09:00',5.5,747.4,86,0.9,negative
autumn,'06:00',6.1,747.5,91,?,negative
autumn,'03:00',5.9,748.7,94,?,negative
autumn,'00:00',6.8,750.4,85,?,negative
autumn,'21:00',6.9,752.6,93,0.1,negative
autumn,'18:00',6.0,754.6,94,?,negative
autumn,'15:00',6.2,757.0,91,?,negative
autumn,'12:00',4.9,759.4,92,?,negative
autumn,'09:00',2.7,761.2,93,?,negative
autumn,'06:00',3.7,761.2,90,?,negative
autumn,'03:00',3.5,761.0,92,?,negative
autumn,'00:00',5.3,759.8,88,?,negative
autumn,'21:00',5.9,758.7,89,1,negative
autumn,'18:00',3.8,758.6,92,?,negative
autumn,'15:00',4.3,761.0,84,?,negative
autumn,'12:00',3.9,763.0,85,?,negative
autumn,'09:00',3.5,764.8,86,0.1,negative
autumn,'06:00',3.5,767.0,88,?,negative
autumn,'03:00',2.8,769.2,94,?,negative
autumn,'00:00',2.3,770.1,94,?,negative
autumn,'21:00',1.7,770.9,90,0.1,negative
autumn,'18:00',1.5,771.5,88,?,negative
autumn,'15:00',1.4,772.0,87,?,negative
autumn,'12:00',-0.6,772.7,88,?,negative
autumn,'09:00',-1.1,772.6,84,?,negative
autumn,'06:00',-1.3,772.6,78,?,positive
autumn,'03:00',-1.3,772.6,76,?,positive
autumn,'00:00',-1.0,772.4,71,?,positive
autumn,'21:00',-0.6,771.7,72,0.1,positive
autumn,'18:00',-0.3,770.6,76,?,positive
autumn,'15:00',0.2,769.7,75,?,positive
autumn,'12:00',0.2,768.7,84,?,negative
autumn,'09:00',0.7,767.0,85,0.4,negative
autumn,'06:00',1.1,765.4,96,?,negative
autumn,'03:00',1.1,764.3,96,?,negative
autumn,'00:00',1.3,763.4,96,?,negative
autumn,'21:00',0.2,763.1,92,0.2,negative
autumn,'18:00',-1.7,763.8,87,?,negative
autumn,'15:00',-2.1,765.5,75,?,positive
autumn,'12:00',-3.4,767.4,68,?,positive
autumn,'09:00',-3.5,768.5,69,?,positive
autumn,'06:00',-5.6,769.4,90,?,negative
autumn,'03:00',-6.0,770.1,81,?,negative
autumn,'00:00',-4.8,769.7,78,?,positive
autumn,'21:00',-4.2,769.3,77,?,positive
autumn,'18:00',-3.4,768.8,72,?,positive
autumn,'15:00',-1.8,768.1,71,?,positive
autumn,'12:00',-3.4,767.0,81,?,negative
autumn,'09:00',-4.3,765.6,89,?,negative
autumn,'06:00',-3.3,764.1,81,?,negative
autumn,'03:00',-1.7,762.7,74,?,positive
autumn,'00:00',0.2,760.2,75,?,positive
autumn,'21:00',1.2,757.1,76,1,positive
autumn,'18:00',3.9,753.4,83,?,negative
autumn,'15:00',4.1,751.4,90,?,negative
autumn,'12:00',2.3,749.3,94,?,negative
autumn,'09:00',3.7,747.2,93,5,negative
autumn,'06:00',4.0,749.5,99,?,negative
autumn,'03:00',4.7,752.7,93,?,negative
autumn,'00:00',5.1,754.6,95,?,negative
autumn,'21:00',5.2,756.2,94,0.5,negative
autumn,'18:00',5.4,757.3,97,?,negative
autumn,'15:00',4.6,757.7,92,?,negative
autumn,'12:00',4.4,758.5,93,?,negative
autumn,'09:00',1.9,758.5,96,?,negative
autumn,'06:00',0.0,758.6,98,?,negative
autumn,'03:00',1.1,758.8,96,?,negative
autumn,'00:00',2.6,758.4,91,?,negative
autumn,'21:00',6.0,757.9,82,?,negative
autumn,'18:00',6.2,757.1,83,?,negative
autumn,'15:00',6.4,756.2,83,?,negative
autumn,'12:00',6.4,756.2,83,?,negative
autumn,'09:00',5.9,755.6,85,?,negative
autumn,'06:00',5.6,755.3,85,?,negative
autumn,'03:00',4.8,755.4,86,?,negative
autumn,'00:00',5.4,756.0,86,?,negative
autumn,'21:00',5.2,757.2,89,0.5,negative
autumn,'18:00',4.4,759.2,93,?,negative
autumn,'15:00',4.0,761.1,92,?,negative
autumn,'12:00',3.4,762.4,86,?,negative
autumn,'09:00',1.9,762.8,80,?,positive
autumn,'06:00',-0.6,763.8,81,?,negative
autumn,'03:00',-1.5,764.4,80,?,positive
autumn,'00:00',-1.6,764.4,74,?,positive
autumn,'21:00',-1.5,763.8,64,?,positive
autumn,'18:00',-1.1,763.2,61,?,positive
autumn,'15:00',0.1,763.0,60,?,positive
autumn,'12:00',-0.7,762.8,66,?,positive
autumn,'09:00',-1.1,761.6,70,?,positive
autumn,'06:00',-0.7,760.6,69,?,positive
autumn,'03:00',0.7,759.4,62,?,positive
autumn,'00:00',2.1,758.9,63,?,positive
autumn,'21:00',4.5,758.2,63,0.1,positive
autumn,'18:00',5.9,757.2,85,?,negative
autumn,'15:00',5.7,757.2,83,?,negative
autumn,'12:00',5.1,758.3,88,?,negative
autumn,'09:00',4.5,759.2,92,1,negative
autumn,'06:00',3.9,760.5,93,?,negative
autumn,'03:00',3.4,762.7,95,?,negative
autumn,'00:00',2.8,765.7,89,?,negative
autumn,'21:00',2.1,768.8,85,0.1,negative
autumn,'18:00',2.4,771.4,82,?,negative
autumn,'15:00',3.3,773.2,80,?,positive
autumn,'12:00',3.7,775.4,83,?,negative
autumn,'09:00',3.7,776.9,81,?,negative
autumn,'06:00',4.0,777.8,83,?,negative
autumn,'03:00',3.5,778.9,90,?,negative
autumn,'00:00',2.5,779.4,100,?,negative
autumn,'21:00',3.2,779.5,99,0.1,negative
autumn,'18:00',4.8,778.9,95,?,negative
autumn,'15:00',5.0,778.6,94,?,negative
autumn,'12:00',4.3,778.6,93,?,negative
autumn,'09:00',4.1,778.2,90,?,negative
autumn,'06:00',4.2,777.5,89,?,negative
autumn,'03:00',3.9,777.3,88,?,negative
autumn,'00:00',4.1,776.6,90,?,negative
autumn,'21:00',4.1,775.9,90,0.1,negative
autumn,'18:00',3.8,775.7,90,?,negative
autumn,'15:00',5.0,774.2,89,?,negative
autumn,'12:00',4.5,774.1,97,?,negative
autumn,'09:00',4.2,773.3,93,0.1,negative
autumn,'06:00',4.3,773.4,95,?,negative
autumn,'03:00',3.9,773.7,92,?,negative
autumn,'00:00',4.8,774.1,89,?,negative
autumn,'21:00',3.1,774.4,91,?,negative
autumn,'18:00',2.0,774.8,87,?,negative
autumn,'15:00',3.9,775.2,75,?,positive
autumn,'12:00',2.2,775.3,84,?,negative
autumn,'09:00',-0.2,774.6,98,?,negative
autumn,'06:00',-0.5,774.0,98,?,negative
autumn,'03:00',0.5,773.8,94,?,negative
autumn,'00:00',1.1,773.3,88,?,negative
autumn,'21:00',1.8,772.2,78,?,positive
autumn,'18:00',3.3,771.3,69,?,positive
autumn,'15:00',5.0,770.2,60,?,positive
autumn,'12:00',4.3,769.0,66,?,positive
autumn,'09:00',3.5,767.3,76,0.1,positive
autumn,'06:00',2.1,766.6,87,?,negative
autumn,'03:00',2.5,765.7,84,?,negative
autumn,'00:00',3.5,764.6,78,?,positive
autumn,'21:00',5.7,763.6,68,0.1,positive
autumn,'18:00',7.8,762.4,78,?,positive
autumn,'15:00',8.7,761.3,85,?,negative
autumn,'12:00',7.4,761.2,91,?,negative
autumn,'09:00',7.3,761.8,91,?,negative
autumn,'06:00',7.7,762.6,94,?,negative
autumn,'03:00',6.6,764.5,97,?,negative
autumn,'00:00',6.1,765.6,97,?,negative
autumn,'21:00',5.4,766.8,95,0.9,negative
autumn,'18:00',5.3,768.0,95,?,negative
autumn,'15:00',4.6,768.9,92,?,negative
autumn,'12:00',3.6,770.0,91,?,negative
autumn,'09:00',3.2,770.4,88,0.1,negative
autumn,'06:00',2.8,771.7,81,?,negative
autumn,'03:00',2.4,773.0,79,?,positive
autumn,'00:00',2.1,773.8,73,?,positive
autumn,'21:00',2.1,774.8,71,?,positive
autumn,'18:00',2.6,775.4,69,?,positive
autumn,'15:00',2.8,776.2,64,?,positive
autumn,'12:00',1.9,776.8,62,?,positive
autumn,'09:00',0.9,777.1,62,?,positive
autumn,'06:00',0.8,776.8,60,?,positive
autumn,'03:00',0.9,777.0,60,?,positive
autumn,'00:00',2.0,776.4,64,?,positive
autumn,'21:00',3.4,775.6,68,?,positive
autumn,'18:00',4.5,775.0,74,?,positive
